#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1D38A239C13B53FC-94220A77A9CE739
#datatype	hitsFull Results
#status	0
#Start time	2020-02-27T14:17:22	Run time	0:00:01:28
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#48 - >tr|F0NEY7|F0NEY7_SULIR Uncharacterized protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1200 PE=4 SV=1	superfamily	328813	8	210	3.0857e-55	174.997	cl21588	Snf7 superfamily	 - 	 - 
Q#49 - >tr|F0NFA9|F0NFA9_SULIR Conserved secretion protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1550 PE=4 SV=1	specific	227778	36	242	1.03123e-58	185.012	COG5491	Did4	 - 	cl21588
Q#49 - >tr|F0NFA9|F0NFA9_SULIR Conserved secretion protein OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1550 PE=4 SV=1	superfamily	328813	36	242	1.03123e-58	185.012	cl21588	Snf7 superfamily	 - 	 - 
Q#50 - >tr|A0A2U9IP34|A0A2U9IP34_9CREN Cell division protein OS=Acidianus sulfidivorans JP7 OX=619593 GN=DFR86_09440 PE=4 SV=1	specific	227778	10	195	6.08639e-36	126.847	COG5491	Did4	 - 	cl21588
Q#50 - >tr|A0A2U9IP34|A0A2U9IP34_9CREN Cell division protein OS=Acidianus sulfidivorans JP7 OX=619593 GN=DFR86_09440 PE=4 SV=1	superfamily	328813	10	195	6.08639e-36	126.847	cl21588	Snf7 superfamily	 - 	 - 
Q#51 - >tr|A0A2U9IP10|A0A2U9IP10_9CREN Uncharacterized protein OS=Acidianus sulfidivorans JP7 OX=619593 GN=DFR86_09570 PE=4 SV=1	specific	227778	7	208	1.70373e-48	157.663	COG5491	Did4	 - 	cl21588
Q#51 - >tr|A0A2U9IP10|A0A2U9IP10_9CREN Uncharacterized protein OS=Acidianus sulfidivorans JP7 OX=619593 GN=DFR86_09570 PE=4 SV=1	superfamily	328813	7	208	1.70373e-48	157.663	cl21588	Snf7 superfamily	 - 	 - 
Q#52 - >tr|A0A2U9IN05|A0A2U9IN05_9CREN Uncharacterized protein OS=Acidianus sulfidivorans JP7 OX=619593 GN=DFR86_07735 PE=4 SV=1	specific	227778	5	204	5.49299e-50	161.129	COG5491	Did4	 - 	cl21588
Q#52 - >tr|A0A2U9IN05|A0A2U9IN05_9CREN Uncharacterized protein OS=Acidianus sulfidivorans JP7 OX=619593 GN=DFR86_07735 PE=4 SV=1	superfamily	328813	5	204	5.49299e-50	161.129	cl21588	Snf7 superfamily	 - 	 - 
Q#53 - >tr|A0A2U9IQQ8|A0A2U9IQQ8_9CREN Uncharacterized protein OS=Acidianus sulfidivorans JP7 OX=619593 GN=DFR86_08390 PE=4 SV=1	non-specific	227778	5	152	1.40452e-10	56.7403	COG5491	Did4	N	cl21588
Q#53 - >tr|A0A2U9IQQ8|A0A2U9IQQ8_9CREN Uncharacterized protein OS=Acidianus sulfidivorans JP7 OX=619593 GN=DFR86_08390 PE=4 SV=1	superfamily	328813	5	152	1.40452e-10	56.7403	cl21588	Snf7 superfamily	N	 - 
Q#54 - >tr|A0A1W6K243|A0A1W6K243_9CREN Cell division protein OS=Acidianus manzaensis OX=282676 GN=B6F84_11120 PE=4 SV=1	specific	227778	11	195	1.03944e-37	131.469	COG5491	Did4	 - 	cl21588
Q#54 - >tr|A0A1W6K243|A0A1W6K243_9CREN Cell division protein OS=Acidianus manzaensis OX=282676 GN=B6F84_11120 PE=4 SV=1	superfamily	328813	11	195	1.03944e-37	131.469	cl21588	Snf7 superfamily	 - 	 - 
Q#55 - >tr|A0A1W6K1Z7|A0A1W6K1Z7_9CREN Uncharacterized protein OS=Acidianus manzaensis OX=282676 GN=B6F84_11250 PE=4 SV=1	specific	227778	7	208	3.78539e-47	154.196	COG5491	Did4	 - 	cl21588
Q#55 - >tr|A0A1W6K1Z7|A0A1W6K1Z7_9CREN Uncharacterized protein OS=Acidianus manzaensis OX=282676 GN=B6F84_11250 PE=4 SV=1	superfamily	328813	7	208	3.78539e-47	154.196	cl21588	Snf7 superfamily	 - 	 - 
Q#56 - >tr|A0A1W6K0Q6|A0A1W6K0Q6_9CREN Uncharacterized protein OS=Acidianus manzaensis OX=282676 GN=B6F84_08725 PE=4 SV=1	specific	227778	5	204	1.01787e-48	158.048	COG5491	Did4	 - 	cl21588
Q#56 - >tr|A0A1W6K0Q6|A0A1W6K0Q6_9CREN Uncharacterized protein OS=Acidianus manzaensis OX=282676 GN=B6F84_08725 PE=4 SV=1	superfamily	328813	5	204	1.01787e-48	158.048	cl21588	Snf7 superfamily	 - 	 - 
Q#57 - >tr|A0A1W6K1F7|A0A1W6K1F7_9CREN Uncharacterized protein OS=Acidianus manzaensis OX=282676 GN=B6F84_09705 PE=4 SV=1	non-specific	227778	7	161	2.62898e-12	61.7479	COG5491	Did4	 - 	cl21588
Q#57 - >tr|A0A1W6K1F7|A0A1W6K1F7_9CREN Uncharacterized protein OS=Acidianus manzaensis OX=282676 GN=B6F84_09705 PE=4 SV=1	superfamily	328813	7	161	2.62898e-12	61.7479	cl21588	Snf7 superfamily	 - 	 - 
Q#58 - >tr|F4B4A9|F4B4A9_ACIHW Cell division protein CdvB, Vps2 OS=Acidianus hospitalis (strain W1) OX=933801 GN=Ahos_1334 PE=4 SV=1	specific	227778	10	196	3.22874e-38	132.625	COG5491	Did4	 - 	cl21588
Q#58 - >tr|F4B4A9|F4B4A9_ACIHW Cell division protein CdvB, Vps2 OS=Acidianus hospitalis (strain W1) OX=933801 GN=Ahos_1334 PE=4 SV=1	superfamily	328813	10	196	3.22874e-38	132.625	cl21588	Snf7 superfamily	 - 	 - 
Q#59 - >tr|F4B4L2|F4B4L2_ACIHW Secretion-related protein, Snf7 superfamily OS=Acidianus hospitalis (strain W1) OX=933801 GN=Ahos_1359 PE=4 SV=1	specific	227778	1	208	5.54345e-41	138.403	COG5491	Did4	 - 	cl21588
Q#59 - >tr|F4B4L2|F4B4L2_ACIHW Secretion-related protein, Snf7 superfamily OS=Acidianus hospitalis (strain W1) OX=933801 GN=Ahos_1359 PE=4 SV=1	superfamily	328813	1	208	5.54345e-41	138.403	cl21588	Snf7 superfamily	 - 	 - 
Q#60 - >tr|F4B970|F4B970_ACIHW Conserved secretion protein OS=Acidianus hospitalis (strain W1) OX=933801 GN=Ahos_0977 PE=4 SV=1	specific	227778	26	204	2.13553e-46	151.885	COG5491	Did4	 - 	cl21588
Q#60 - >tr|F4B970|F4B970_ACIHW Conserved secretion protein OS=Acidianus hospitalis (strain W1) OX=933801 GN=Ahos_0977 PE=4 SV=1	superfamily	328813	26	204	2.13553e-46	151.885	cl21588	Snf7 superfamily	 - 	 - 
Q#61 - >tr|F4BA11|F4BA11_ACIHW Uncharacterized protein OS=Acidianus hospitalis (strain W1) OX=933801 GN=Ahos_1124 PE=4 SV=1	non-specific	227778	2	150	2.48375e-09	53.6587	COG5491	Did4	 - 	cl21588
Q#61 - >tr|F4BA11|F4BA11_ACIHW Uncharacterized protein OS=Acidianus hospitalis (strain W1) OX=933801 GN=Ahos_1124 PE=4 SV=1	superfamily	328813	2	150	2.48375e-09	53.6587	cl21588	Snf7 superfamily	 - 	 - 
Q#62 - >tr|L0ABT6|L0ABT6_CALLD Conserved protein implicated in secretion OS=Caldisphaera lagunensis (strain DSM 15908 / JCM 11604 / IC-154) OX=1056495 GN=Calag_0767 PE=4 SV=1	specific	227778	2	207	1.93281e-37	129.543	COG5491	Did4	 - 	cl21588
Q#62 - >tr|L0ABT6|L0ABT6_CALLD Conserved protein implicated in secretion OS=Caldisphaera lagunensis (strain DSM 15908 / JCM 11604 / IC-154) OX=1056495 GN=Calag_0767 PE=4 SV=1	superfamily	328813	2	207	1.93281e-37	129.543	cl21588	Snf7 superfamily	 - 	 - 
Q#63 - >tr|D9Q2V7|D9Q2V7_ACIS3 Uncharacterized protein OS=Acidilobus saccharovorans (strain DSM 16705 / JCM 18335 / VKM B-2471 / 345-15) OX=666510 GN=ASAC_1240 PE=4 SV=1	specific	227778	2	208	6.738e-43	143.41	COG5491	Did4	 - 	cl21588
Q#63 - >tr|D9Q2V7|D9Q2V7_ACIS3 Uncharacterized protein OS=Acidilobus saccharovorans (strain DSM 16705 / JCM 18335 / VKM B-2471 / 345-15) OX=666510 GN=ASAC_1240 PE=4 SV=1	superfamily	328813	2	208	6.738e-43	143.41	cl21588	Snf7 superfamily	 - 	 - 
Q#65 - >tr|D9Q219|D9Q219_ACIS3 Uncharacterized protein OS=Acidilobus saccharovorans (strain DSM 16705 / JCM 18335 / VKM B-2471 / 345-15) OX=666510 GN=ASAC_0952 PE=4 SV=1	non-specific	224553	178	255	0.00976985	36.4722	COG1638	DctP	N	cl21456
Q#65 - >tr|D9Q219|D9Q219_ACIS3 Uncharacterized protein OS=Acidilobus saccharovorans (strain DSM 16705 / JCM 18335 / VKM B-2471 / 345-15) OX=666510 GN=ASAC_0952 PE=4 SV=1	superfamily	354813	178	255	0.00976985	36.4722	cl21456	Periplasmic_Binding_Protein_Type_2 superfamily	N	 - 
Q#66 - >tr|A9A5K1|A9A5K1_NITMS SNF7 OS=Nitrosopumilus maritimus (strain SCM1) OX=436308 GN=Nmar_0816 PE=4 SV=1	non-specific	227778	5	200	1.27057e-13	66.7555	COG5491	Did4	 - 	cl21588
Q#66 - >tr|A9A5K1|A9A5K1_NITMS SNF7 OS=Nitrosopumilus maritimus (strain SCM1) OX=436308 GN=Nmar_0816 PE=4 SV=1	superfamily	328813	5	200	1.27057e-13	66.7555	cl21588	Snf7 superfamily	 - 	 - 
Q#67 - >tr|A9A520|A9A520_NITMS Uncharacterized protein OS=Nitrosopumilus maritimus (strain SCM1) OX=436308 GN=Nmar_0029 PE=4 SV=1	non-specific	227778	4	167	1.03028e-11	61.3627	COG5491	Did4	 - 	cl21588
Q#67 - >tr|A9A520|A9A520_NITMS Uncharacterized protein OS=Nitrosopumilus maritimus (strain SCM1) OX=436308 GN=Nmar_0029 PE=4 SV=1	superfamily	328813	4	167	1.03028e-11	61.3627	cl21588	Snf7 superfamily	 - 	 - 
Q#68 - >tr|A9A552|A9A552_NITMS Uncharacterized protein OS=Nitrosopumilus maritimus (strain SCM1) OX=436308 GN=Nmar_0061 PE=4 SV=1	specific	227778	8	201	1.0831e-18	80.2375	COG5491	Did4	 - 	cl21588
Q#68 - >tr|A9A552|A9A552_NITMS Uncharacterized protein OS=Nitrosopumilus maritimus (strain SCM1) OX=436308 GN=Nmar_0061 PE=4 SV=1	superfamily	328813	8	201	1.0831e-18	80.2375	cl21588	Snf7 superfamily	 - 	 - 
Q#70 - >tr|F3KM46|F3KM46_9ARCH Snf7 OS=Candidatus Nitrosarchaeum limnium SFB1 OX=886738 GN=Nlim_1576 PE=4 SV=1	non-specific	227778	33	202	1.05091e-10	58.6663	COG5491	Did4	N	cl21588
Q#70 - >tr|F3KM46|F3KM46_9ARCH Snf7 OS=Candidatus Nitrosarchaeum limnium SFB1 OX=886738 GN=Nlim_1576 PE=4 SV=1	superfamily	328813	33	202	1.05091e-10	58.6663	cl21588	Snf7 superfamily	N	 - 
Q#71 - >tr|F3KIU6|F3KIU6_9ARCH Snf7 OS=Candidatus Nitrosarchaeum limnium SFB1 OX=886738 GN=Nlim_0416 PE=4 SV=1	non-specific	227778	3	182	6.57231e-12	61.3627	COG5491	Did4	 - 	cl21588
Q#71 - >tr|F3KIU6|F3KIU6_9ARCH Snf7 OS=Candidatus Nitrosarchaeum limnium SFB1 OX=886738 GN=Nlim_0416 PE=4 SV=1	superfamily	328813	3	182	6.57231e-12	61.3627	cl21588	Snf7 superfamily	 - 	 - 
Q#72 - >tr|F3KM09|F3KM09_9ARCH Uncharacterized protein OS=Candidatus Nitrosarchaeum limnium SFB1 OX=886738 GN=Nlim_1611 PE=4 SV=1	specific	227778	8	201	3.96226e-20	84.0895	COG5491	Did4	 - 	cl21588
Q#72 - >tr|F3KM09|F3KM09_9ARCH Uncharacterized protein OS=Candidatus Nitrosarchaeum limnium SFB1 OX=886738 GN=Nlim_1611 PE=4 SV=1	superfamily	328813	8	201	3.96226e-20	84.0895	cl21588	Snf7 superfamily	 - 	 - 
Q#73 - >tr|F3KJI1|F3KJI1_9ARCH Conserved protein implicated in secretion OS=Candidatus Nitrosarchaeum limnium SFB1 OX=886738 GN=Nlim_0639 PE=4 SV=1	specific	227778	19	194	3.67101e-16	73.3039	COG5491	Did4	 - 	cl21588
Q#73 - >tr|F3KJI1|F3KJI1_9ARCH Conserved protein implicated in secretion OS=Candidatus Nitrosarchaeum limnium SFB1 OX=886738 GN=Nlim_0639 PE=4 SV=1	superfamily	328813	19	194	3.67101e-16	73.3039	cl21588	Snf7 superfamily	 - 	 - 
Q#75 - >tr|K0IJ37|K0IJ37_NITGG Putative SNF7 protein OS=Nitrososphaera gargensis (strain Ga9.2) OX=1237085 GN=Ngar_c21930 PE=4 SV=1	specific	227778	18	205	1.01543e-17	77.9263	COG5491	Did4	 - 	cl21588
Q#75 - >tr|K0IJ37|K0IJ37_NITGG Putative SNF7 protein OS=Nitrososphaera gargensis (strain Ga9.2) OX=1237085 GN=Ngar_c21930 PE=4 SV=1	superfamily	328813	18	205	1.01543e-17	77.9263	cl21588	Snf7 superfamily	 - 	 - 
Q#76 - >tr|K0IP38|K0IP38_NITGG SNF7-domain-containing protein OS=Nitrososphaera gargensis (strain Ga9.2) OX=1237085 GN=Ngar_c35360 PE=4 SV=1	non-specific	227778	6	204	6.41306e-14	67.5259	COG5491	Did4	 - 	cl21588
Q#76 - >tr|K0IP38|K0IP38_NITGG SNF7-domain-containing protein OS=Nitrososphaera gargensis (strain Ga9.2) OX=1237085 GN=Ngar_c35360 PE=4 SV=1	superfamily	328813	6	204	6.41306e-14	67.5259	cl21588	Snf7 superfamily	 - 	 - 
Q#77 - >tr|K0IHX6|K0IHX6_NITGG SNF7-domain-containing protein OS=Nitrososphaera gargensis (strain Ga9.2) OX=1237085 GN=Ngar_c05640 PE=4 SV=1	non-specific	227778	5	205	3.80629e-05	42.8731	COG5491	Did4	 - 	cl21588
Q#77 - >tr|K0IHX6|K0IHX6_NITGG SNF7-domain-containing protein OS=Nitrososphaera gargensis (strain Ga9.2) OX=1237085 GN=Ngar_c05640 PE=4 SV=1	superfamily	328813	5	205	3.80629e-05	42.8731	cl21588	Snf7 superfamily	 - 	 - 
Q#78 - >tr|K0IIB5|K0IIB5_NITGG SNF7-domain-containing protein OS=Nitrososphaera gargensis (strain Ga9.2) OX=1237085 GN=Ngar_c17600 PE=4 SV=1	specific	227778	4	202	5.09166e-20	83.7043	COG5491	Did4	 - 	cl21588
Q#78 - >tr|K0IIB5|K0IIB5_NITGG SNF7-domain-containing protein OS=Nitrososphaera gargensis (strain Ga9.2) OX=1237085 GN=Ngar_c17600 PE=4 SV=1	superfamily	328813	4	202	5.09166e-20	83.7043	cl21588	Snf7 superfamily	 - 	 - 
Q#78 - >tr|K0IIB5|K0IIB5_NITGG SNF7-domain-containing protein OS=Nitrososphaera gargensis (strain Ga9.2) OX=1237085 GN=Ngar_c17600 PE=4 SV=1	non-specific	225288	29	124	0.000782251	39.6876	COG2433	COG2433	N	cl27170
Q#78 - >tr|K0IIB5|K0IIB5_NITGG SNF7-domain-containing protein OS=Nitrososphaera gargensis (strain Ga9.2) OX=1237085 GN=Ngar_c17600 PE=4 SV=1	superfamily	331991	29	124	0.000782251	39.6876	cl27170	DUF460 superfamily	N	 - 
Q#79 - >tr|K0IDT2|K0IDT2_NITGG SNF7 domain-containing protein OS=Nitrososphaera gargensis (strain Ga9.2) OX=1237085 GN=snf7 PE=4 SV=1	non-specific	227778	23	180	4.52961e-05	42.4879	COG5491	Did4	N	cl21588
Q#79 - >tr|K0IDT2|K0IDT2_NITGG SNF7 domain-containing protein OS=Nitrososphaera gargensis (strain Ga9.2) OX=1237085 GN=snf7 PE=4 SV=1	superfamily	328813	23	180	4.52961e-05	42.4879	cl21588	Snf7 superfamily	N	 - 
Q#80 - >tr|A0A060HNA5|A0A060HNA5_9ARCH Putative SNF7 protein OS=Nitrososphaera viennensis EN76 OX=926571 GN=NVIE_008280 PE=4 SV=1	specific	227778	3	201	8.08915e-19	80.6227	COG5491	Did4	 - 	cl21588
Q#80 - >tr|A0A060HNA5|A0A060HNA5_9ARCH Putative SNF7 protein OS=Nitrososphaera viennensis EN76 OX=926571 GN=NVIE_008280 PE=4 SV=1	superfamily	328813	3	201	8.08915e-19	80.6227	cl21588	Snf7 superfamily	 - 	 - 
Q#81 - >tr|A0A060HN76|A0A060HN76_9ARCH SNF7-domain-containing protein OS=Nitrososphaera viennensis EN76 OX=926571 GN=NVIE_004810 PE=4 SV=1	specific	227778	1	202	9.31217e-20	82.9339	COG5491	Did4	 - 	cl21588
Q#81 - >tr|A0A060HN76|A0A060HN76_9ARCH SNF7-domain-containing protein OS=Nitrososphaera viennensis EN76 OX=926571 GN=NVIE_004810 PE=4 SV=1	superfamily	328813	1	202	9.31217e-20	82.9339	cl21588	Snf7 superfamily	 - 	 - 
Q#82 - >tr|A0A060HRH3|A0A060HRH3_9ARCH SNF7-domain-containing protein OS=Nitrososphaera viennensis EN76 OX=926571 GN=NVIE_018700 PE=4 SV=1	non-specific	227778	6	202	2.70833e-10	57.5107	COG5491	Did4	 - 	cl21588
Q#82 - >tr|A0A060HRH3|A0A060HRH3_9ARCH SNF7-domain-containing protein OS=Nitrososphaera viennensis EN76 OX=926571 GN=NVIE_018700 PE=4 SV=1	superfamily	328813	6	202	2.70833e-10	57.5107	cl21588	Snf7 superfamily	 - 	 - 
Q#83 - >tr|A0A060HNV8|A0A060HNV8_9ARCH SNF7-domain-containing protein OS=Nitrososphaera viennensis EN76 OX=926571 GN=NVIE_025500 PE=4 SV=1	non-specific	227778	23	210	4.96483e-06	45.5695	COG5491	Did4	 - 	cl21588
Q#83 - >tr|A0A060HNV8|A0A060HNV8_9ARCH SNF7-domain-containing protein OS=Nitrososphaera viennensis EN76 OX=926571 GN=NVIE_025500 PE=4 SV=1	superfamily	328813	23	210	4.96483e-06	45.5695	cl21588	Snf7 superfamily	 - 	 - 
Q#84 - >tr|A0A060HRY9|A0A060HRY9_9ARCH SNF7 domain-containing protein OS=Nitrososphaera viennensis EN76 OX=926571 GN=snf7 PE=4 SV=1	non-specific	227778	5	179	0.000156503	40.9471	COG5491	Did4	 - 	cl21588
Q#84 - >tr|A0A060HRY9|A0A060HRY9_9ARCH SNF7 domain-containing protein OS=Nitrososphaera viennensis EN76 OX=926571 GN=snf7 PE=4 SV=1	superfamily	328813	5	179	0.000156503	40.9471	cl21588	Snf7 superfamily	 - 	 - 
Q#84 - >tr|A0A060HRY9|A0A060HRY9_9ARCH SNF7 domain-containing protein OS=Nitrososphaera viennensis EN76 OX=926571 GN=snf7 PE=4 SV=1	non-specific	310323	125	170	0.00667363	33.8616	pfam05639	Pup	C	cl27011
Q#84 - >tr|A0A060HRY9|A0A060HRY9_9ARCH SNF7 domain-containing protein OS=Nitrososphaera viennensis EN76 OX=926571 GN=snf7 PE=4 SV=1	superfamily	331832	125	170	0.00667363	33.8616	cl27011	Pup superfamily	C	 - 
Q#85 - >tr|I0A072|I0A072_FERFK Cell division protein CdvB OS=Fervidicoccus fontis (strain DSM 19380 / JCM 18336 / VKM B-2539 / Kam940) OX=1163730 GN=FFONT_0389 PE=4 SV=1	non-specific	227778	31	213	0.00369112	37.8655	COG5491	Did4	 - 	cl21588
Q#85 - >tr|I0A072|I0A072_FERFK Cell division protein CdvB OS=Fervidicoccus fontis (strain DSM 19380 / JCM 18336 / VKM B-2539 / Kam940) OX=1163730 GN=FFONT_0389 PE=4 SV=1	superfamily	328813	31	213	0.00369112	37.8655	cl21588	Snf7 superfamily	 - 	 - 
Q#86 - >tr|H9ZZG7|H9ZZG7_FERFK Uncharacterized protein OS=Fervidicoccus fontis (strain DSM 19380 / JCM 18336 / VKM B-2539 / Kam940) OX=1163730 GN=FFONT_0132 PE=4 SV=1	specific	227778	2	205	1.41047e-32	116.831	COG5491	Did4	 - 	cl21588
Q#86 - >tr|H9ZZG7|H9ZZG7_FERFK Uncharacterized protein OS=Fervidicoccus fontis (strain DSM 19380 / JCM 18336 / VKM B-2539 / Kam940) OX=1163730 GN=FFONT_0132 PE=4 SV=1	superfamily	328813	2	205	1.41047e-32	116.831	cl21588	Snf7 superfamily	 - 	 - 
Q#87 - >tr|I0A2N3|I0A2N3_FERFK Uncharacterized protein OS=Fervidicoccus fontis (strain DSM 19380 / JCM 18336 / VKM B-2539 / Kam940) OX=1163730 GN=FFONT_1252 PE=4 SV=1	non-specific	227778	8	179	1.2267e-06	46.3399	COG5491	Did4	 - 	cl21588
Q#87 - >tr|I0A2N3|I0A2N3_FERFK Uncharacterized protein OS=Fervidicoccus fontis (strain DSM 19380 / JCM 18336 / VKM B-2539 / Kam940) OX=1163730 GN=FFONT_1252 PE=4 SV=1	superfamily	328813	8	179	1.2267e-06	46.3399	cl21588	Snf7 superfamily	 - 	 - 
Q#88 - >tr|A0A0F8VCM7|A0A0F8VCM7_LOKSG Vps2/24/46-like protein (ESCRT-III) OS=Lokiarchaeum sp. (strain GC14_75) OX=1538547 GN=Lokiarch_37480 PE=4 SV=1	non-specific	308778	18	193	0.000121211	40.695	pfam03357	Snf7	 - 	cl21588
Q#88 - >tr|A0A0F8VCM7|A0A0F8VCM7_LOKSG Vps2/24/46-like protein (ESCRT-III) OS=Lokiarchaeum sp. (strain GC14_75) OX=1538547 GN=Lokiarch_37480 PE=4 SV=1	superfamily	328813	18	193	0.000121211	40.695	cl21588	Snf7 superfamily	 - 	 - 
Q#88 - >tr|A0A0F8VCM7|A0A0F8VCM7_LOKSG Vps2/24/46-like protein (ESCRT-III) OS=Lokiarchaeum sp. (strain GC14_75) OX=1538547 GN=Lokiarch_37480 PE=4 SV=1	non-specific	178768	50	204	0.00564146	37.1411	PLN03229	PLN03229	N	cl31989
Q#88 - >tr|A0A0F8VCM7|A0A0F8VCM7_LOKSG Vps2/24/46-like protein (ESCRT-III) OS=Lokiarchaeum sp. (strain GC14_75) OX=1538547 GN=Lokiarch_37480 PE=4 SV=1	superfamily	178768	50	204	0.00564146	37.1411	cl31989	PLN03229 superfamily	N	 - 
Q#89 - >tr|A0A0F8W953|A0A0F8W953_LOKSG Vps20/32/60-like protein (ESCRT-III) OS=Lokiarchaeum sp. (strain GC14_75) OX=1538547 GN=Lokiarch_16760 PE=4 SV=1	non-specific	308778	45	182	0.00745487	35.6874	pfam03357	Snf7	 - 	cl21588
Q#89 - >tr|A0A0F8W953|A0A0F8W953_LOKSG Vps20/32/60-like protein (ESCRT-III) OS=Lokiarchaeum sp. (strain GC14_75) OX=1538547 GN=Lokiarch_16760 PE=4 SV=1	superfamily	328813	45	182	0.00745487	35.6874	cl21588	Snf7 superfamily	 - 	 - 
Q#90 - >tr|A0A5C9EC31|A0A5C9EC31_THOAR Uncharacterized protein OS=Thorarchaeota archaeon (strain OWC) OX=2053491 GN=BAJATHORv1_10429 PE=4 SV=1	non-specific	308778	51	202	0.000311583	39.9246	pfam03357	Snf7	 - 	cl21588
Q#90 - >tr|A0A5C9EC31|A0A5C9EC31_THOAR Uncharacterized protein OS=Thorarchaeota archaeon (strain OWC) OX=2053491 GN=BAJATHORv1_10429 PE=4 SV=1	superfamily	328813	51	202	0.000311583	39.9246	cl21588	Snf7 superfamily	 - 	 - 
Q#91 - >tr|A0A1Q9P869|A0A1Q9P869_9ARCH Uncharacterized protein OS=Candidatus Thorarchaeota archaeon AB_25 OX=1837170 GN=ThorAB25_09000 PE=4 SV=1	non-specific	308778	22	186	4.5673e-07	47.6286	pfam03357	Snf7	 - 	cl21588
Q#91 - >tr|A0A1Q9P869|A0A1Q9P869_9ARCH Uncharacterized protein OS=Candidatus Thorarchaeota archaeon AB_25 OX=1837170 GN=ThorAB25_09000 PE=4 SV=1	superfamily	328813	22	186	4.5673e-07	47.6286	cl21588	Snf7 superfamily	 - 	 - 
Q#92 - >tr|A0A1Q9N7Y8|A0A1Q9N7Y8_9ARCH Uncharacterized protein OS=Candidatus Odinarchaeota archaeon LCB_4 OX=1841599 GN=OdinLCB4_14320 PE=4 SV=1	non-specific	308778	28	185	0.00389499	36.4578	pfam03357	Snf7	 - 	cl21588
Q#92 - >tr|A0A1Q9N7Y8|A0A1Q9N7Y8_9ARCH Uncharacterized protein OS=Candidatus Odinarchaeota archaeon LCB_4 OX=1841599 GN=OdinLCB4_14320 PE=4 SV=1	superfamily	328813	28	185	0.00389499	36.4578	cl21588	Snf7 superfamily	 - 	 - 
Q#93 - >tr|A0A1Q9N7Y5|A0A1Q9N7Y5_9ARCH Uncharacterized protein OS=Candidatus Odinarchaeota archaeon LCB_4 OX=1841599 GN=OdinLCB4_14330 PE=4 SV=1	non-specific	308778	17	183	6.95208e-12	61.1106	pfam03357	Snf7	 - 	cl21588
Q#93 - >tr|A0A1Q9N7Y5|A0A1Q9N7Y5_9ARCH Uncharacterized protein OS=Candidatus Odinarchaeota archaeon LCB_4 OX=1841599 GN=OdinLCB4_14330 PE=4 SV=1	superfamily	328813	17	183	6.95208e-12	61.1106	cl21588	Snf7 superfamily	 - 	 - 
Q#93 - >tr|A0A1Q9N7Y5|A0A1Q9N7Y5_9ARCH Uncharacterized protein OS=Candidatus Odinarchaeota archaeon LCB_4 OX=1841599 GN=OdinLCB4_14330 PE=4 SV=1	non-specific	240425	74	188	0.00152686	38.2591	PTZ00464	PTZ00464	N	cl21588
Q#94 - >tr|A0A523XLA6|A0A523XLA6_9ARCH Uncharacterized protein OS=Candidatus Heimdallarchaeota archaeon OX=2026747 GN=E3J43_02730 PE=4 SV=1	specific	227778	3	204	2.39192e-19	82.1635	COG5491	Did4	 - 	cl21588
Q#94 - >tr|A0A523XLA6|A0A523XLA6_9ARCH Uncharacterized protein OS=Candidatus Heimdallarchaeota archaeon OX=2026747 GN=E3J43_02730 PE=4 SV=1	superfamily	328813	3	204	2.39192e-19	82.1635	cl21588	Snf7 superfamily	 - 	 - 
Q#95 - >tr|A0A523TB66|A0A523TB66_9ARCH Uncharacterized protein OS=Candidatus Heimdallarchaeota archaeon OX=2026747 GN=E3J70_12535 PE=4 SV=1	non-specific	308778	29	177	1.59893e-11	59.955	pfam03357	Snf7	 - 	cl21588
Q#95 - >tr|A0A523TB66|A0A523TB66_9ARCH Uncharacterized protein OS=Candidatus Heimdallarchaeota archaeon OX=2026747 GN=E3J70_12535 PE=4 SV=1	superfamily	328813	29	177	1.59893e-11	59.955	cl21588	Snf7 superfamily	 - 	 - 
Q#96 - >tr|A0A523X658|A0A523X658_9ARCH Uncharacterized protein OS=Candidatus Heimdallarchaeota archaeon OX=2026747 GN=E3J43_09370 PE=4 SV=1	non-specific	308778	20	176	6.25998e-10	55.7178	pfam03357	Snf7	 - 	cl21588
Q#96 - >tr|A0A523X658|A0A523X658_9ARCH Uncharacterized protein OS=Candidatus Heimdallarchaeota archaeon OX=2026747 GN=E3J43_09370 PE=4 SV=1	superfamily	328813	20	176	6.25998e-10	55.7178	cl21588	Snf7 superfamily	 - 	 - 
Q#97 - >tr|A0A523X670|A0A523X670_9ARCH Uncharacterized protein OS=Candidatus Heimdallarchaeota archaeon OX=2026747 GN=E3J43_09375 PE=4 SV=1	non-specific	308778	16	189	1.91812e-17	76.1334	pfam03357	Snf7	 - 	cl21588
Q#97 - >tr|A0A523X670|A0A523X670_9ARCH Uncharacterized protein OS=Candidatus Heimdallarchaeota archaeon OX=2026747 GN=E3J43_09375 PE=4 SV=1	superfamily	328813	16	189	1.91812e-17	76.1334	cl21588	Snf7 superfamily	 - 	 - 
