#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-908EB36647D4949-FEDA17D8FC49BE1
#datatype	hitsStandard Results
#status	0
#Start time	2020-03-13T13:07:40	Run time	0:00:01:12
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#8 - >tr|I3ZW29|I3ZW29_9EURY AAA domain-containing protein OS=Thermococcus cleftensis OX=163003 GN=CL1_1716 PE=4 SV=1	superfamily	354812	121	266	6.3312e-22	90.6683	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#8 - >tr|I3ZW29|I3ZW29_9EURY AAA domain-containing protein OS=Thermococcus cleftensis OX=163003 GN=CL1_1716 PE=4 SV=1	specific	214640	133	268	1.78787e-13	67.0133	smart00382	AAA	 - 	cl30760
Q#8 - >tr|I3ZW29|I3ZW29_9EURY AAA domain-containing protein OS=Thermococcus cleftensis OX=163003 GN=CL1_1716 PE=4 SV=1	superfamily	357636	133	268	1.78787e-13	67.0133	cl30760	AAA superfamily	 - 	 - 
Q#9 - >tr|C9RH07|C9RH07_METVM AAA ATPase central domain protein OS=Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) OX=579137 GN=Metvu_1001 PE=3 SV=1	specific	223540	98	397	9.64671e-72	232.792	COG0464	SpoVK	N	cl33891
Q#9 - >tr|C9RH07|C9RH07_METVM AAA ATPase central domain protein OS=Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) OX=579137 GN=Metvu_1001 PE=3 SV=1	superfamily	223540	98	397	9.64671e-72	232.792	cl33891	SpoVK superfamily	N	 - 
Q#9 - >tr|C9RH07|C9RH07_METVM AAA ATPase central domain protein OS=Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) OX=579137 GN=Metvu_1001 PE=3 SV=1	non-specific	273521	115	400	4.49467e-66	223.245	TIGR01243	CDC48	N	cl36852
Q#9 - >tr|C9RH07|C9RH07_METVM AAA ATPase central domain protein OS=Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) OX=579137 GN=Metvu_1001 PE=3 SV=1	superfamily	273521	115	400	4.49467e-66	223.245	cl36852	CDC48 superfamily	N	 - 
Q#9 - >tr|C9RH07|C9RH07_METVM AAA ATPase central domain protein OS=Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) OX=579137 GN=Metvu_1001 PE=3 SV=1	non-specific	179699	115	393	1.00191e-64	211.229	PRK03992	PRK03992	N	cl32052
Q#9 - >tr|C9RH07|C9RH07_METVM AAA ATPase central domain protein OS=Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) OX=579137 GN=Metvu_1001 PE=3 SV=1	superfamily	179699	115	393	1.00191e-64	211.229	cl32052	PRK03992 superfamily	N	 - 
Q#9 - >tr|C9RH07|C9RH07_METVM AAA ATPase central domain protein OS=Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) OX=579137 GN=Metvu_1001 PE=3 SV=1	specific	333757	157	288	6.32617e-52	169.69	pfam00004	AAA	 - 	cl29659
Q#9 - >tr|C9RH07|C9RH07_METVM AAA ATPase central domain protein OS=Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) OX=579137 GN=Metvu_1001 PE=3 SV=1	superfamily	356535	157	288	6.32617e-52	169.69	cl29659	AAA superfamily	 - 	 - 
Q#9 - >tr|C9RH07|C9RH07_METVM AAA ATPase central domain protein OS=Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) OX=579137 GN=Metvu_1001 PE=3 SV=1	specific	99707	141	288	1.37938e-21	89.8979	cd00009	AAA	 - 	cl21455
Q#9 - >tr|C9RH07|C9RH07_METVM AAA ATPase central domain protein OS=Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) OX=579137 GN=Metvu_1001 PE=3 SV=1	superfamily	354812	141	288	1.37938e-21	89.8979	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#9 - >tr|C9RH07|C9RH07_METVM AAA ATPase central domain protein OS=Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) OX=579137 GN=Metvu_1001 PE=3 SV=1	specific	214640	153	290	2.99278e-15	72.4061	smart00382	AAA	 - 	cl30760
Q#9 - >tr|C9RH07|C9RH07_METVM AAA ATPase central domain protein OS=Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) OX=579137 GN=Metvu_1001 PE=3 SV=1	superfamily	357636	153	290	2.99278e-15	72.4061	cl30760	AAA superfamily	 - 	 - 
Q#10 - >tr|D5VRF1|D5VRF1_METIM AAA ATPase central domain protein OS=Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) OX=573063 GN=Metin_0484 PE=3 SV=1	specific	223540	92	393	9.8178e-72	232.792	COG0464	SpoVK	N	cl33891
Q#10 - >tr|D5VRF1|D5VRF1_METIM AAA ATPase central domain protein OS=Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) OX=573063 GN=Metin_0484 PE=3 SV=1	superfamily	223540	92	393	9.8178e-72	232.792	cl33891	SpoVK superfamily	N	 - 
Q#10 - >tr|D5VRF1|D5VRF1_METIM AAA ATPase central domain protein OS=Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) OX=573063 GN=Metin_0484 PE=3 SV=1	non-specific	273521	84	396	8.76692e-68	227.868	TIGR01243	CDC48	N	cl36852
Q#10 - >tr|D5VRF1|D5VRF1_METIM AAA ATPase central domain protein OS=Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) OX=573063 GN=Metin_0484 PE=3 SV=1	superfamily	273521	84	396	8.76692e-68	227.868	cl36852	CDC48 superfamily	N	 - 
Q#10 - >tr|D5VRF1|D5VRF1_METIM AAA ATPase central domain protein OS=Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) OX=573063 GN=Metin_0484 PE=3 SV=1	non-specific	179699	111	389	4.98533e-67	217.393	PRK03992	PRK03992	N	cl32052
Q#10 - >tr|D5VRF1|D5VRF1_METIM AAA ATPase central domain protein OS=Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) OX=573063 GN=Metin_0484 PE=3 SV=1	superfamily	179699	111	389	4.98533e-67	217.393	cl32052	PRK03992 superfamily	N	 - 
Q#10 - >tr|D5VRF1|D5VRF1_METIM AAA ATPase central domain protein OS=Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) OX=573063 GN=Metin_0484 PE=3 SV=1	specific	333757	153	284	9.26474e-53	171.616	pfam00004	AAA	 - 	cl29659
Q#10 - >tr|D5VRF1|D5VRF1_METIM AAA ATPase central domain protein OS=Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) OX=573063 GN=Metin_0484 PE=3 SV=1	superfamily	356535	153	284	9.26474e-53	171.616	cl29659	AAA superfamily	 - 	 - 
Q#10 - >tr|D5VRF1|D5VRF1_METIM AAA ATPase central domain protein OS=Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) OX=573063 GN=Metin_0484 PE=3 SV=1	specific	99707	137	284	1.06518e-22	92.9795	cd00009	AAA	 - 	cl21455
Q#10 - >tr|D5VRF1|D5VRF1_METIM AAA ATPase central domain protein OS=Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) OX=573063 GN=Metin_0484 PE=3 SV=1	superfamily	354812	137	284	1.06518e-22	92.9795	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#10 - >tr|D5VRF1|D5VRF1_METIM AAA ATPase central domain protein OS=Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) OX=573063 GN=Metin_0484 PE=3 SV=1	specific	214640	149	286	6.04262e-16	74.3321	smart00382	AAA	 - 	cl30760
Q#10 - >tr|D5VRF1|D5VRF1_METIM AAA ATPase central domain protein OS=Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) OX=573063 GN=Metin_0484 PE=3 SV=1	superfamily	357636	149	286	6.04262e-16	74.3321	cl30760	AAA superfamily	 - 	 - 
Q#11 - >tr|Q9YDF3|Q9YDF3_AERPE Uncharacterized protein OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_0960 PE=4 SV=1	specific	223540	1	379	9.6999e-97	296.735	COG0464	SpoVK	N	cl33891
Q#11 - >tr|Q9YDF3|Q9YDF3_AERPE Uncharacterized protein OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_0960 PE=4 SV=1	superfamily	223540	1	379	9.6999e-97	296.735	cl33891	SpoVK superfamily	N	 - 
Q#11 - >tr|Q9YDF3|Q9YDF3_AERPE Uncharacterized protein OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_0960 PE=4 SV=1	non-specific	179699	107	357	8.54899e-71	226.637	PRK03992	PRK03992	N	cl32052
Q#11 - >tr|Q9YDF3|Q9YDF3_AERPE Uncharacterized protein OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_0960 PE=4 SV=1	superfamily	179699	107	357	8.54899e-71	226.637	cl32052	PRK03992 superfamily	N	 - 
Q#11 - >tr|Q9YDF3|Q9YDF3_AERPE Uncharacterized protein OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_0960 PE=4 SV=1	non-specific	273521	35	384	1.33711e-70	234.801	TIGR01243	CDC48	N	cl36852
Q#11 - >tr|Q9YDF3|Q9YDF3_AERPE Uncharacterized protein OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_0960 PE=4 SV=1	superfamily	273521	35	384	1.33711e-70	234.801	cl36852	CDC48 superfamily	N	 - 
Q#11 - >tr|Q9YDF3|Q9YDF3_AERPE Uncharacterized protein OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_0960 PE=4 SV=1	specific	333757	148	282	7.89742e-49	161.215	pfam00004	AAA	 - 	cl29659
Q#11 - >tr|Q9YDF3|Q9YDF3_AERPE Uncharacterized protein OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_0960 PE=4 SV=1	superfamily	356535	148	282	7.89742e-49	161.215	cl29659	AAA superfamily	 - 	 - 
Q#11 - >tr|Q9YDF3|Q9YDF3_AERPE Uncharacterized protein OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_0960 PE=4 SV=1	specific	239145	6	80	4.81302e-35	123.408	cd02682	MIT_AAA_Arch	 - 	cl00299
Q#11 - >tr|Q9YDF3|Q9YDF3_AERPE Uncharacterized protein OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_0960 PE=4 SV=1	superfamily	351009	6	80	4.81302e-35	123.408	cl00299	MIT superfamily	 - 	 - 
Q#11 - >tr|Q9YDF3|Q9YDF3_AERPE Uncharacterized protein OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_0960 PE=4 SV=1	specific	214640	145	283	6.68815e-17	76.6433	smart00382	AAA	 - 	cl30760
Q#11 - >tr|Q9YDF3|Q9YDF3_AERPE Uncharacterized protein OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=APE_0960 PE=4 SV=1	superfamily	357636	145	283	6.68815e-17	76.6433	cl30760	AAA superfamily	 - 	 - 
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	specific	223540	48	361	2.66527e-85	266.689	COG0464	SpoVK	N	cl33891
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	superfamily	223540	48	361	2.66527e-85	266.689	cl33891	SpoVK superfamily	N	 - 
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	non-specific	273521	56	366	2.75654e-66	222.475	TIGR01243	CDC48	N	cl36852
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	superfamily	273521	56	366	2.75654e-66	222.475	cl36852	CDC48 superfamily	N	 - 
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	non-specific	179699	83	356	4.95598e-61	200.829	PRK03992	PRK03992	N	cl32052
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	superfamily	179699	83	356	4.95598e-61	200.829	cl32052	PRK03992 superfamily	N	 - 
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	specific	333757	131	264	1.2027e-47	157.749	pfam00004	AAA	 - 	cl29659
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	superfamily	356535	131	264	1.2027e-47	157.749	cl29659	AAA superfamily	 - 	 - 
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	specific	99707	100	265	3.45212e-26	102.224	cd00009	AAA	 - 	cl21455
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	superfamily	354812	100	265	3.45212e-26	102.224	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	specific	214640	128	267	3.60472e-18	80.1101	smart00382	AAA	 - 	cl30760
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	superfamily	357636	128	267	3.60472e-18	80.1101	cl30760	AAA superfamily	 - 	 - 
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	non-specific	239145	4	72	5.4628e-05	40.975	cd02682	MIT_AAA_Arch	 - 	cl00299
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	superfamily	351009	4	72	5.4628e-05	40.975	cl00299	MIT superfamily	 - 	 - 
Q#12 - >tr|A8AB71|A8AB71_IGNH4 AAA ATPase, central domain protein OS=Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125) OX=453591 GN=Igni_0994 PE=3 SV=1	non-specific	197854	8	62	0.0076375	34.9766	smart00745	MIT	 - 	cl00299
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	specific	223540	91	366	6.51965e-85	265.919	COG0464	SpoVK	N	cl33891
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	superfamily	223540	91	366	6.51965e-85	265.919	cl33891	SpoVK superfamily	N	 - 
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	non-specific	273521	91	369	3.66612e-73	240.964	TIGR01243	CDC48	N	cl36852
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	superfamily	273521	91	369	3.66612e-73	240.964	cl36852	CDC48 superfamily	N	 - 
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	non-specific	179699	92	347	5.03049e-67	216.237	PRK03992	PRK03992	N	cl32052
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	superfamily	179699	92	347	5.03049e-67	216.237	cl32052	PRK03992 superfamily	N	 - 
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	specific	333757	135	268	4.45879e-47	156.208	pfam00004	AAA	 - 	cl29659
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	superfamily	356535	135	268	4.45879e-47	156.208	cl29659	AAA superfamily	 - 	 - 
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	non-specific	239145	8	82	3.38234e-27	102.222	cd02682	MIT_AAA_Arch	 - 	cl00299
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	superfamily	351009	8	82	3.38234e-27	102.222	cl00299	MIT superfamily	 - 	 - 
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	specific	99707	104	269	4.51414e-24	96.4463	cd00009	AAA	 - 	cl21455
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	superfamily	354812	104	269	4.51414e-24	96.4463	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	specific	214640	132	271	2.17501e-16	75.1025	smart00382	AAA	 - 	cl30760
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	superfamily	357636	132	271	2.17501e-16	75.1025	cl30760	AAA superfamily	 - 	 - 
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	non-specific	197854	11	75	2.67472e-10	55.7774	smart00745	MIT	 - 	cl00299
Q#13 - >tr|A0A0V8RVR9|A0A0V8RVR9_PYROC AAA family ATPase OS=Pyrodictium occultum OX=2309 GN=CF15_05025 PE=4 SV=1	specific	335666	12	74	6.0317e-06	43.277	pfam04212	MIT	 - 	cl00299
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	specific	223540	91	366	2.19859e-87	272.082	COG0464	SpoVK	N	cl33891
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	superfamily	223540	91	366	2.19859e-87	272.082	cl33891	SpoVK superfamily	N	 - 
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	non-specific	273521	91	369	8.11298e-77	250.594	TIGR01243	CDC48	N	cl36852
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	superfamily	273521	91	369	8.11298e-77	250.594	cl36852	CDC48 superfamily	N	 - 
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	non-specific	179699	92	347	5.65982e-76	239.349	PRK03992	PRK03992	N	cl32052
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	superfamily	179699	92	347	5.65982e-76	239.349	cl32052	PRK03992 superfamily	N	 - 
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	specific	333757	135	268	8.29647e-47	155.437	pfam00004	AAA	 - 	cl29659
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	superfamily	356535	135	268	8.29647e-47	155.437	cl29659	AAA superfamily	 - 	 - 
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	non-specific	239145	8	82	3.52589e-26	99.5253	cd02682	MIT_AAA_Arch	 - 	cl00299
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	superfamily	351009	8	82	3.52589e-26	99.5253	cl00299	MIT superfamily	 - 	 - 
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	specific	99707	104	269	5.83228e-24	96.0611	cd00009	AAA	 - 	cl21455
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	superfamily	354812	104	269	5.83228e-24	96.0611	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	specific	214640	132	271	5.97876e-17	76.6433	smart00382	AAA	 - 	cl30760
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	superfamily	357636	132	271	5.97876e-17	76.6433	cl30760	AAA superfamily	 - 	 - 
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	specific	197854	12	75	3.2448e-11	58.4738	smart00745	MIT	 - 	cl00299
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	specific	335666	12	74	2.88976e-06	44.0474	pfam04212	MIT	 - 	cl00299
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	non-specific	274350	9	74	0.00467488	38.9112	TIGR02917	PEP_TPR_lipo	NC	cl37187
Q#14 - >tr|A2BKZ1|A2BKZ1_HYPBU Putative ATPase OS=Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) OX=415426 GN=Hbut_0799 PE=4 SV=1	superfamily	274350	9	74	0.00467488	38.9112	cl37187	PEP_TPR_lipo superfamily	NC	 - 
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	specific	223540	55	389	1.30082e-71	232.021	COG0464	SpoVK	N	cl33891
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	superfamily	223540	55	389	1.30082e-71	232.021	cl33891	SpoVK superfamily	N	 - 
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	non-specific	273521	115	394	5.97904e-54	190.118	TIGR01243	CDC48	N	cl36852
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	superfamily	273521	115	394	5.97904e-54	190.118	cl36852	CDC48 superfamily	N	 - 
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	non-specific	179699	100	371	9.33383e-43	153.449	PRK03992	PRK03992	N	cl32052
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	superfamily	179699	100	371	9.33383e-43	153.449	cl32052	PRK03992 superfamily	N	 - 
Q#15 - >tr|I3XQE5|I3XQE5_DESAM AAA ATPase central domain protein OS=Desulfurococcus amylolyticus DSM 16532 OX=768672 GN=Desfe_0258 PE=4 SV=1	specific	333757	150	284	8.91118e-41	140.415	pfam00004	AAA	 - 	cl29659
